create at,tweet,categorize,sentiment,retweet,favorite
2019-06-07 10:47:34,The #BBCNews interviewing Nigel Fart.age again! I thought he actually lost in Peterborough! He wins and gets air ti… https://t.co/DYnGhRH1SI,business,positive,0,0
2019-06-07 10:47:11,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 10:46:21,What the fu** are the #Conservatives &amp; #TheresaMay doing? There's no public access to Downing Street why would you… https://t.co/rCiQPOouA0,politic,neutral,0,1
2019-06-07 10:46:13,"RT @James_Martin_86: Spot the difference!!! 

But let's never suggest there's any bias at all. Nope. None at all. 

#indyref2
#bbcqt
#bbcne…",politic,neutral,38,0
2019-06-07 10:45:52,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 10:44:58,RT @Lord_Drainlid: #bbcnews favourite soothsayer Professor Sir Mr Pastry Curtice tries wriggle his way out of his previous predictions on #…,business,negative,1,0
2019-06-07 10:44:55,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 10:44:33,"RT @ceesav: #r4today Who writes the news headlines ? Facts rather than innuendo and wishful thinking would be an improvement, but I wont ho…",business,neutral,3,0
2019-06-07 10:44:11,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 10:43:29,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 10:43:20,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 10:43:14,I'm not sure that losing a by-election means you get to be part of government. Not sure Farage has understood how it works. #bbcnews,politic,negative,1,6
2019-06-07 10:42:03,"Dear Prime Minister @theresa_may, The #BrexitParty did NOT win the #EUelections2019. #BBCNews",politic,negative,1,0
2019-06-07 10:41:27,"@sturdyAlex And then he was interviewed by @BBCr4today who are only interested in the loser s leader, not even the… https://t.co/EHsPI20XI6",politic,positive,0,0
2019-06-07 10:39:11,One million new STIs dey appear every day - WHO - https://t.co/FS3EStarNv WHO say safe sex especially through condo… https://t.co/RVvy1KiTZV,business,positive,0,0
2019-06-07 10:38:40,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 10:38:30,"RT @James_Martin_86: Spot the difference!!! 

But let's never suggest there's any bias at all. Nope. None at all. 

#indyref2
#bbcqt
#bbcne…",politic,neutral,38,0
2019-06-07 10:37:01,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 10:36:32,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 10:34:14,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 10:34:00,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 10:33:55,"RT @James_Martin_86: Spot the difference!!! 

But let's never suggest there's any bias at all. Nope. None at all. 

#indyref2
#bbcqt
#bbcne…",politic,neutral,38,0
2019-06-07 10:31:44,"RT @James_Martin_86: Spot the difference!!! 

But let's never suggest there's any bias at all. Nope. None at all. 

#indyref2
#bbcqt
#bbcne…",politic,neutral,38,0
2019-06-07 10:31:24,@DHSCgovuk @cj_dinenage @HPFT_NHS @CareQualityComm I want to see a documentary on TV about what this outstanding ca… https://t.co/yKQCi0sWhx,politic,positive,0,0
2019-06-07 10:30:43,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 10:30:16,"@BBCUrdu I'm surprised to read such a post from @BBC who is known for reliable n decent reporting, why your channel… https://t.co/eEDjPkwvK5",politic,positive,0,0
2019-06-07 10:28:40,"RT @ArgyleLoz: Peterborough was won by #Labour yet who does @BBCr4today/@BBCBreakfast put in it's prime interview slots, yep Nigel Farage,…",education,neutral,13,0
2019-06-07 10:26:56,"RT @liarpoliticians: BBC reporter ""Labour has a well established machine in Peterborough for getting their core votes""..... Yes, the postal…",tech,neutral,13,0
2019-06-07 10:24:14,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 10:22:09,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 10:22:06,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 10:21:57,"RT @liarpoliticians: BBC reporter ""Labour has a well established machine in Peterborough for getting their core votes""..... Yes, the postal…",tech,neutral,13,0
2019-06-07 10:21:46,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 10:21:29,"I'm not a #Tory, &amp;have no respect for the current Govt, but it doesn't warm the cockles of my heart to hear that th… https://t.co/Pf0ve5z9r4",politic,positive,0,0
2019-06-07 10:21:06,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 10:20:54,"RT @liarpoliticians: BBC reporter ""Labour has a well established machine in Peterborough for getting their core votes""..... Yes, the postal…",tech,neutral,13,0
2019-06-07 10:18:41,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 10:18:33,"RT @James_Martin_86: Spot the difference!!! 

But let's never suggest there's any bias at all. Nope. None at all. 

#indyref2
#bbcqt
#bbcne…",politic,neutral,38,0
2019-06-07 10:18:11,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 10:17:00,"RT @pddavies1965: And how do you manage to get so much air time on the BBC?
#BBCNews https://t.co/CYtY0h8oU2",business,positive,1,0
2019-06-07 10:16:38,"@swilkinsonbc #Israel ‘s various methods of evidenced, blatant #ethniccleansing r ignored by the West. When Western… https://t.co/QgXhM18CjN",politic,negative,0,0
2019-06-07 10:16:33,"RT @WWA_Awareness: Another year and another slaughter 

Dogs heading to the Yulin dog meat festival that begins on June 21 in Yulin, China…",politic,neutral,63,0
2019-06-07 10:15:39,"We don’t have a housing crisis 

WE HAVE A POPULATION CRISIS

66 million is enough

#jeremyvine #bbcnews https://t.co/6mjjcC7Txc",politic,neutral,0,0
2019-06-07 10:15:16,Call for Whip To Be Removed Before MP Has Taken It https://t.co/Q6YxXCZXgU #PeterboroughByElection… https://t.co/3EyXdEdD1o,business,neutral,0,0
2019-06-07 10:14:24,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 10:10:53,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 10:10:19,More than 120 veterans sign open letter against Brexit on 75th Anniversary of D-Day https://t.co/tkFZdoZUxD via… https://t.co/mFcrG74hd8,politic,positive,0,0
2019-06-07 10:10:15,"RT @nja5: Why don't tory John Mann join the tory Party &amp; do Labour a favour, #bbcnews",business,neutral,4,0
2019-06-07 10:10:13,"RT @liarpoliticians: BBC reporter ""Labour has a well established machine in Peterborough for getting their core votes""..... Yes, the postal…",tech,neutral,13,0
2019-06-07 10:09:53,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 10:09:35,This camera man in #bbcnews is a bit too territorial isn't he? Get out of the camera shot?? Not impressed! https://t.co/UGr1a1rslL,business,negative,0,1
2019-06-07 10:09:20,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 10:08:23,"RT @liarpoliticians: BBC reporter ""Labour has a well established machine in Peterborough for getting their core votes""..... Yes, the postal…",tech,neutral,13,0
2019-06-07 10:07:32,"Well done! 
We really do need more of this. #bbcnews in general, not just #r4today or John Humphrys in particular,… https://t.co/Ydu6Lrzgz3",politic,positive,0,1
2019-06-07 10:06:51,"BBC reporter ""Labour has a well established machine in Peterborough for getting their core votes""..... Yes, the pos… https://t.co/LG90RER8Ag",politic,neutral,13,19
2019-06-07 10:06:24,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 10:06:21,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 10:05:56,While Theresa May steps down as tory leader today Larry the cat is in charge until the tories pick a new leader.… https://t.co/Y0QOS72SIq,politic,negative,2,2
2019-06-07 10:05:23,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 10:05:08,I'm very happy that Labour won in Peterborough... As I want The Brexit Party to arrive in Westminster like a tsunam… https://t.co/18R0jOkaUU,politic,positive,0,3
2019-06-07 10:05:05,#bbcnews #Labour have actually got an increased majority.... never mind their vote tumbling... How about you start… https://t.co/8F8UqARc6R,business,neutral,0,0
2019-06-07 10:04:50,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 10:04:32,#Brexit did extremely well for a party only a few weeks old but what happened to the liberal ' surge' ? Their flame… https://t.co/Rn3jjOCz4W,education,negative,0,0
2019-06-07 10:03:43,"RT @nja5: The BBC reporter iain Watson says nigel farage kept a low profile at the Peterborough bye election count, #labour #bbcnews #polit…",business,neutral,4,0
2019-06-07 10:03:06,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 10:02:29,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 10:02:13,"RT @James_Martin_86: Spot the difference!!! 

But let's never suggest there's any bias at all. Nope. None at all. 

#indyref2
#bbcqt
#bbcne…",politic,neutral,38,0
2019-06-07 10:00:40,RT @citizenNA: What's going on in #PeterboroughByElection &amp; #bbc coverage. The #SkyNews seems to be more up-to-date &amp; showed #LisaForbes en…,politic,positive,4,0
2019-06-07 09:59:11,14 lions don escape from South Africa national park - https://t.co/UPWkwJwUPC Authorities dey find di 14 lions wey… https://t.co/4MHUFDasJd,business,neutral,0,0
2019-06-07 09:57:58,@Rozkez67 I did the same two years ago. Won’t watch or read #bbcnews,business,neutral,0,1
2019-06-07 09:55:42,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 09:54:42,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 09:53:59,"RT @James_Martin_86: Spot the difference!!! 

But let's never suggest there's any bias at all. Nope. None at all. 

#indyref2
#bbcqt
#bbcne…",politic,neutral,38,0
2019-06-07 09:53:36,"@SkyNewsPolitics @LisaForbes_ @brexitparty_uk Isn’t it funny how when the BP won the MEP election, from #skynews &amp;… https://t.co/BeV9tPhjwl",business,positive,0,0
2019-06-07 09:50:44,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 09:49:29,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 09:49:25,"RT @RCorbettMEP: The #TrumpVisit has made clear the stark choice we face:

- partnership with our European neighbours 

OR

- subordination…",politic,negative,424,0
2019-06-07 09:49:23,"AIT, Raypower FM: Nigeria Union of Journalists give NBC 24 hours to return dia licence - https://t.co/6WWifFLSQ1 Pi… https://t.co/CB0ejw4kVI",business,neutral,0,0
2019-06-07 09:48:56,This @BBCr4today #BBCbias #bbcnews https://t.co/EtqIgJld3d,politic,neutral,0,0
2019-06-07 09:48:32,"@khaleejtimes #bbcnews closes its eyes when they see rapes and murders on daily basis in #Kashmir , they forget abo… https://t.co/MqbtBsSPJL",politic,neutral,0,0
2019-06-07 09:48:30,"RT @James_Martin_86: Spot the difference!!! 

But let's never suggest there's any bias at all. Nope. None at all. 

#indyref2
#bbcqt
#bbcne…",politic,neutral,38,0
2019-06-07 09:47:53,RT @FriendMatty: Revelation 22:14 the tree of life #ATsocialMedia #Londonislovinit #mancismarvellous #UKSmallBiz #UKHashtags #Sheffieldissu…,business,neutral,8,0
2019-06-07 09:46:04,"RT @James_Martin_86: Spot the difference!!! 

But let's never suggest there's any bias at all. Nope. None at all. 

#indyref2
#bbcqt
#bbcne…",politic,neutral,38,0
2019-06-07 09:44:39,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 09:44:07,"RT @James_Martin_86: Spot the difference!!! 

But let's never suggest there's any bias at all. Nope. None at all. 

#indyref2
#bbcqt
#bbcne…",politic,neutral,38,0
2019-06-07 09:44:01,"Welcome to Yulin, China 
#AnimalRights #Animals #Dogs #Vegan #StopYulinForever #DogMeatTrade #CNN #SkyNews #BBCNews… https://t.co/Cyuaw3AEqz",business,positive,3,2
2019-06-07 09:43:23,"Spot the difference!!! 

But let's never suggest there's any bias at all. Nope. None at all. 

#indyref2
#bbcqt… https://t.co/g9KrBPXu83",politic,neutral,38,40
2019-06-07 09:43:20,#bbcnews #PeterboroughByElectoon despite wall to wall promotion and coverage of the Brexit party and constant smear… https://t.co/vF4oTHbz8a,politic,neutral,0,4
2019-06-07 09:42:50,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 09:42:03,"Is #LisaForbes an #antisemite?
Old #Labour, New Danger 😱
#PeterboroughByElection #LabourAntisemitism 
#skynews… https://t.co/GPZRDs6eOO",business,positive,0,0
2019-06-07 09:41:48,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 09:41:10,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 09:39:22,Revelation 22:14 the tree of life #ATsocialMedia #Londonislovinit #mancismarvellous #UKSmallBiz #UKHashtags… https://t.co/IDVp1zooqP,business,neutral,8,0
2019-06-07 09:38:30,"@Nigel_Farage 

Cat got your tongue? 

Another ""stone cold"" loser ....

#jeremycorbyn #bbcwato #labourparty #labour… https://t.co/LyTSBdD2RS",politic,negative,0,0
2019-06-07 09:37:16,"RT @PhilipCJames: Sadly, @BBC's approach to political balance is no longer fit for purpose; that 08:10 interview by John Humphrys on #BBC's…",politic,negative,2,0
2019-06-07 09:37:03,#News Dhoni: Indians furious after ICC ruling on military cricket gloves #BreakingNews #bbcnews… https://t.co/yVRT2FktBd,politic,negative,0,0
2019-06-07 09:36:51,"RT @nja5: Why don't tory John Mann join the tory Party &amp; do Labour a favour, #bbcnews",business,neutral,4,0
2019-06-07 09:36:24,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 09:35:55,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 09:35:29,"What a bunch of grubby market hucksters...

#bbcnews #bbcwato #skynews #itvnews #c4news #bbcpapers #skypapers… https://t.co/4oTVDqZc30",business,neutral,0,0
2019-06-07 09:35:08,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 09:34:25,RT @Unionbuster: We have one million extra people coming into the UK every three years. That means building a city of the size of Birmingha…,politic,neutral,3,0
2019-06-07 09:33:35,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 09:30:49,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 09:29:53,RT @nja5: Nigel Evans on #Victorialive now their is one of the biggest tory f*cking hypocrites #bbcnews @conservative https://t.co/wFui01Xr…,business,neutral,4,0
2019-06-07 09:28:31,"Why don't tory John Mann join the tory Party &amp; do Labour a favour, #bbcnews",business,neutral,4,6
2019-06-07 09:27:36,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 09:27:25,@bbclaurak Is that 55 Tufton street? #R4Today #PoliticsLive  #newsnight #Marr #bbcpapers #bbcnews #bbcaq… https://t.co/KdymTXgP5L,business,neutral,3,5
2019-06-07 09:27:23,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 09:26:17,"RT @bbc_thismorning: #Moralofthestory Pt. 3 is beware of #Directline, as when they get caught out every step of the way, they will not prov…",business,neutral,30,0
2019-06-07 09:26:13,We have one million extra people coming into the UK every three years. That means building a city of the size of Bi… https://t.co/vgoRsyp80q,politic,neutral,3,8
2019-06-07 09:25:36,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 09:24:31,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 09:23:45,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 09:22:07,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 09:21:56,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 09:20:25,"UK Net Zero Emissions Target Will ‘Cost More Than £1 Trillion’ https://t.co/6myJFZWbvt yes, you will be even more h… https://t.co/pOvDfK7yFZ",politic,positive,0,0
2019-06-07 09:19:57,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 09:19:12,RT @WillBlackWriter: Labour winning the Peterborough #byelection and the Tories (who the BBC shamelessly supports) wasn't even the third or…,politic,positive,26,0
2019-06-07 09:16:20,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 09:16:17,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 09:16:07,RT @nja5: Nigel Evans on #Victorialive now their is one of the biggest tory f*cking hypocrites #bbcnews @conservative https://t.co/wFui01Xr…,business,neutral,4,0
2019-06-07 09:15:54,RT @nja5: Nigel Evans on #Victorialive now their is one of the biggest tory f*cking hypocrites #bbcnews @conservative https://t.co/wFui01Xr…,business,neutral,4,0
2019-06-07 09:15:26,Nigel Evans on #Victorialive now their is one of the biggest tory f*cking hypocrites #bbcnews @conservative https://t.co/wFui01XrvM,politic,neutral,4,3
2019-06-07 09:14:38,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 09:14:32,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 09:14:20,Nigeria oldest prisoner don get freedom - https://t.co/Q8W1OTt0y9 100-years-old Celestine Egbunuche bin dey guilty… https://t.co/9M0jgMQpsu,business,negative,0,0
2019-06-07 09:13:52,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 09:13:12,"And how do you manage to get so much air time on the BBC?
#BBCNews https://t.co/CYtY0h8oU2",business,positive,1,1
2019-06-07 09:12:59,#jeremycorbyn #bbcwato #labourparty #labour #bbcnews #guardian #c4news  #skynews #mail #mirror #newsnight… https://t.co/IBl6IzkQem,politic,neutral,0,0
2019-06-07 09:11:51,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 09:11:31,"RT @theryderathome: #bbcnews
#skynews
#c4news
#politicslive
#skypapers
#bbcpapers
#brexitparty
I Just wanted to say this about Peterborough…",business,neutral,2,0
2019-06-07 09:11:19,"#BBCnews thinks Labour ""saw off"" The #BrexitParty ... in fact it was so close it nearly deserved a recount.

Where… https://t.co/5g0S9McZSf",business,positive,0,0
2019-06-07 09:11:16,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 09:11:03,"RT @DonaldsStump: Two #bbcnews graphics. One showing the leader of the opposition as a Russian sympathiser, the other showing a far right c…",tech,positive,23,0
2019-06-07 09:09:21,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 09:08:40,@MichaelRosenYes The people appearing in that clip were selected ENTIRELY AT RANDOM from an ordinary group of old m… https://t.co/U9FtTsMhP0,education,negative,0,1
2019-06-07 09:08:30,"RT @NatLG_Spark: These 9 future @guidedogs life-changers were born on 75th anniversary of D-Day, &amp; named in honour of another generation of…",business,neutral,2,0
2019-06-07 09:06:55,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 09:05:54,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 09:05:35,"Nothing has changed, I'm still Prime Minister you fools. #bbcnews #politicslive #r4today #newsnight #c4news #skynews https://t.co/GaMHLIE0YA",politic,neutral,0,0
2019-06-07 09:05:12,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 09:04:09,"RT @ceesav: #r4today Who writes the news headlines ? Facts rather than innuendo and wishful thinking would be an improvement, but I wont ho…",business,neutral,3,0
2019-06-07 09:03:21,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 09:01:57,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 09:01:56,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 09:01:36,"RT @ceesav: #r4today Who writes the news headlines ? Facts rather than innuendo and wishful thinking would be an improvement, but I wont ho…",business,neutral,3,0
2019-06-07 09:00:19,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 08:58:48,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 08:56:55,"#r4today Who writes the news headlines ? Facts rather than innuendo and wishful thinking would be an improvement, b… https://t.co/hdtYsn3l5B",politic,neutral,3,3
2019-06-07 08:52:53,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 08:51:52,"RT @bbc_thismorning: The #DirectLine Fraud - Beware of Direct Line! A lawless company. It all started following a car accident. 

To read t…",business,positive,33,0
2019-06-07 08:51:51,50 millimetre martyr Mrs Mugabe #May steps down as Tory leader but stays on as PM ha! #bbcnews #lbcnews,politic,negative,0,0
2019-06-07 08:51:05,"RT @Investigatortop: The #DirectLine Fraud - Beware of Direct Line! A lawless company. It all started following a car accident. 

To read t…",business,positive,20,0
2019-06-07 08:49:16,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 08:47:35,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 08:44:37,"@fayedsouza #JusticeForTwinkleSharma #JusticeForTwinkle #JusticeForAsifa Dear #kids don't born N #India,#pakistan c… https://t.co/YHHZxHkMRF",politic,neutral,0,0
2019-06-07 08:43:31,"#BrexitParty Nigel #Farage  just stated on #BBCNews that ""Brexit is the divisive issue of the age."" 

All that host… https://t.co/8y6pU7R9Gl",politic,neutral,0,0
2019-06-07 08:43:29,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 08:42:26,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 08:41:09,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 08:40:47,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 08:38:15,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 08:36:36,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 08:35:36,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 08:33:15,Middlesbrough Man makes historic call on new INVISIBLE mobile phone! #bbc #bbcnews #news @AndyMcDonaldMP @UKLabour… https://t.co/bxIrsXAqvR,tech,positive,0,0
